#Spectrum of SDSS J141324.27+530526.9
#downloaded from http://skyserver.sdss.org/dr16/en/tools/quicklook/summary.aspx?ra=14%2013%2024&dec=53%2005%2027
#z = 0.4563313
#Wavelength,Flux,BestFit,SkyFlux
6277.693,15.433,15.827,7.110
6279.137,14.889,15.931,7.085
6280.585,15.021,15.962,6.472
6282.030,15.716,16.061,5.832
6283.475,15.733,16.038,5.616
6284.924,15.863,16.023,5.980
6286.370,15.763,16.113,7.744
6287.819,15.941,16.242,11.394
6289.266,15.935,16.301,12.655
6290.716,15.905,16.351,9.800
6292.163,16.671,16.395,6.618
6293.611,16.487,16.426,5.715
6295.062,16.437,16.386,5.810
6296.510,16.076,16.360,6.594
6297.962,16.399,16.413,11.299
6299.411,16.902,16.285,35.963
6300.864,15.590,16.265,78.612
6302.313,15.388,16.366,82.203
6303.763,15.382,16.459,47.337
6305.217,16.626,16.491,13.628
6306.667,17.168,16.499,11.146
6308.122,16.274,16.516,14.216
6309.573,16.379,16.714,12.595
6311.028,16.876,16.778,8.024
6312.480,15.994,16.798,6.062
6313.932,16.848,16.872,5.585
6315.388,17.208,16.931,5.598
6316.841,16.059,16.946,5.422
6318.297,16.670,16.991,5.302
6319.751,16.675,17.033,5.536
6321.208,15.930,17.165,6.868
6322.662,16.373,17.297,7.796
6324.120,16.948,17.265,7.138
6325.575,16.583,17.225,6.067
6327.030,16.221,17.159,5.823
6328.489,15.901,17.036,7.115
6329.945,17.244,16.873,10.135
6331.405,17.308,16.772,11.432
6332.861,16.645,16.815,9.549
6334.322,16.595,16.867,6.480
6335.779,16.532,16.806,5.403
6337.236,16.670,16.745,5.359
6338.698,16.710,16.706,5.184
6340.156,16.962,16.697,5.261
6341.618,16.657,16.744,5.374
6343.077,16.185,16.790,5.562
6344.540,17.120,16.651,5.587
6345.999,17.250,16.655,5.523
6347.459,16.868,16.720,5.817
6348.923,16.953,16.656,6.721
6350.383,17.210,16.506,6.849
6351.848,17.278,16.590,6.243
6353.309,17.332,16.804,5.556
6354.774,16.610,16.750,6.039
6356.236,16.535,16.737,8.022
6357.698,16.817,16.810,9.017
6359.164,16.738,16.683,8.255
6360.627,16.384,16.542,6.384
6362.094,16.760,16.430,9.315
6363.557,17.977,16.438,22.951
6365.025,17.217,16.464,33.102
6366.489,16.744,16.411,25.842
6367.954,16.726,16.289,11.804
6369.422,16.387,16.172,5.741
6370.887,16.188,16.171,5.266
6372.357,16.319,16.106,5.260
6373.823,16.013,16.088,5.192
6375.292,15.840,16.173,5.341
6376.759,16.011,16.226,5.288
6378.226,15.908,16.147,5.568
6379.697,15.315,16.066,6.071
6381.164,16.468,15.893,6.195
6382.636,15.750,15.853,5.705
6384.104,15.404,15.935,5.615
6385.576,15.807,15.873,6.101
6387.045,15.805,15.719,7.004
6388.515,15.315,15.748,7.172
6389.988,15.693,15.713,6.006
6391.458,15.970,15.644,5.235
6392.932,15.808,15.603,5.196
6394.402,16.110,15.604,5.132
6395.877,16.367,15.742,5.121
6397.348,15.127,15.771,5.192
6398.820,16.007,15.783,5.117
6400.296,15.414,15.791,4.981
6401.768,15.301,15.740,4.960
6403.244,15.535,15.655,5.193
6404.717,15.255,15.713,5.224
6406.194,15.160,15.732,5.216
6407.668,15.079,15.703,4.939
6409.142,15.903,15.686,4.878
6410.620,16.047,15.745,4.900
6412.095,15.583,15.824,5.127
6413.573,15.500,15.700,5.489
6415.049,15.723,15.614,5.639
6416.528,14.941,15.607,5.523
6418.004,15.279,15.602,5.144
6419.481,15.343,15.593,5.405
6420.961,15.149,15.605,5.658
6422.438,15.098,15.559,5.682
6423.919,14.812,15.576,5.240
6425.397,15.551,15.656,5.053
6426.878,15.494,15.659,5.138
6428.357,15.532,15.589,5.062
6429.836,15.691,15.582,4.993
6431.319,15.531,15.630,4.945
6432.798,15.400,15.617,4.874
6434.281,15.825,15.551,4.946
6435.762,15.927,15.548,4.956
6437.246,15.666,15.576,4.938
6438.727,15.396,15.571,4.868
6440.211,15.419,15.695,4.763
6441.693,15.748,15.625,4.896
6443.175,15.975,15.602,4.942
6444.661,15.009,15.561,4.998
6446.143,14.900,15.503,5.055
6447.630,15.478,15.533,4.928
6449.113,15.663,15.517,4.996
6450.600,15.604,15.525,5.018
6452.084,15.532,15.534,5.349
6453.568,16.122,15.529,5.312
6455.056,15.893,15.516,5.195
6456.541,15.218,15.506,5.105
6458.030,15.279,15.490,5.273
6459.516,15.783,15.471,5.327
6461.006,14.936,15.459,5.289
6462.492,14.936,15.475,5.487
6463.979,15.183,15.510,6.645
6465.469,15.325,15.510,8.293
6466.957,15.528,15.427,9.090
6468.448,15.773,15.465,8.436
6469.936,16.015,15.514,7.726
6471.428,15.955,15.483,8.705
6472.917,15.879,15.458,8.692
6474.406,15.853,15.538,6.910
6475.899,15.771,15.534,5.140
6477.388,15.721,15.489,5.381
6478.882,16.014,15.526,5.887
6480.372,15.831,15.540,5.777
6481.867,15.631,15.537,5.259
6483.358,15.685,15.609,4.889
6484.849,15.680,15.602,4.700
6486.345,15.438,15.489,4.771
6487.837,16.131,15.542,4.865
6489.333,15.997,15.545,4.769
6490.826,15.516,15.478,4.685
6492.323,15.196,15.545,4.678
6493.816,15.137,15.557,4.746
6495.310,15.289,15.384,4.607
6496.808,15.263,15.305,5.608
6498.303,15.815,15.413,9.822
6499.801,16.070,15.505,13.630
6501.296,15.845,15.425,12.386
6502.796,15.710,15.493,7.925
6504.292,15.881,15.570,6.459
6505.788,15.345,15.553,7.398
6507.288,15.454,15.554,7.348
6508.785,15.636,15.600,6.072
6510.286,15.291,15.613,5.130
6511.784,14.893,15.625,4.934
6513.285,15.365,15.613,5.151
6514.784,15.393,15.644,5.722
6516.282,15.414,15.738,5.525
6517.785,15.103,15.840,4.951
6519.284,15.622,15.874,4.677
6520.788,16.515,15.836,4.938
6522.288,15.428,15.735,6.060
6523.792,16.699,15.735,6.831
6525.293,15.424,15.712,6.331
6526.794,15.063,15.656,5.479
6528.299,15.547,15.670,4.989
6529.801,15.559,15.624,4.940
6531.306,16.463,15.686,5.754
6532.809,16.034,15.702,9.081
6534.315,16.336,15.723,11.769
6535.819,16.134,15.727,10.277
6537.322,15.612,15.654,6.408
6538.830,15.511,15.710,4.917
6540.334,15.457,15.727,4.926
6541.842,16.091,15.751,5.070
6543.347,15.621,15.739,6.201
6544.856,15.598,15.708,7.490
6546.362,16.047,15.732,7.257
6547.867,15.947,15.751,5.839
6549.377,15.511,15.787,4.966
6550.884,16.208,15.847,5.015
6552.395,16.567,15.848,6.886
6553.902,16.294,15.849,11.173
6555.413,16.118,15.920,12.568
6556.921,16.372,15.850,9.291
6558.433,16.305,15.893,5.366
6559.942,15.800,15.905,4.472
6561.451,15.857,15.914,5.689
6562.964,16.301,15.973,8.645
6564.474,16.409,16.027,9.902
6565.988,16.194,15.974,7.711
6567.498,16.424,16.017,5.376
6569.013,15.896,16.008,6.041
6570.524,15.538,16.014,6.568
6572.036,15.628,16.030,6.064
6573.551,15.979,15.942,4.940
6575.063,16.329,15.843,5.085
6576.580,16.430,15.958,7.171
6578.092,15.945,15.992,9.945
6579.609,15.897,15.961,9.982
6581.123,15.824,15.988,7.001
6582.637,15.741,16.057,5.161
6584.155,15.608,16.008,4.949
6585.670,15.030,15.971,4.933
6587.188,15.733,16.027,4.633
6588.704,16.025,15.980,4.613
6590.223,16.063,15.887,4.586
6591.739,15.941,15.940,4.685
6593.255,15.494,15.894,4.608
6594.776,15.047,15.899,4.671
6596.293,15.320,15.855,5.185
6597.814,15.273,15.729,5.818
6599.332,15.357,15.679,5.546
6600.854,15.905,15.785,4.854
6602.372,16.172,15.705,4.861
6603.891,15.270,15.745,6.305
6605.414,15.514,15.703,7.465
6606.933,15.635,15.765,6.897
6608.457,15.321,15.940,5.164
6609.977,15.102,15.989,4.555
6611.502,15.334,15.979,4.470
6613.022,15.638,16.051,4.528
6614.544,15.797,15.988,4.455
6616.069,16.019,15.931,4.501
6617.591,15.944,15.975,4.533
6619.117,15.463,16.023,4.609
6620.640,15.238,16.027,4.529
6622.167,16.058,15.967,4.539
6623.690,16.306,15.931,4.520
6625.214,15.816,15.926,4.505
6626.742,15.842,15.887,4.795
6628.266,16.046,15.809,4.982
6629.794,15.610,15.862,5.100
6631.320,15.211,15.932,4.865
6632.849,15.853,15.957,4.759
6634.375,15.945,15.889,5.254
6635.901,15.244,15.870,5.508
6637.431,15.337,16.037,5.164
6638.958,16.126,16.109,4.631
6640.489,15.075,16.057,4.617
6642.017,16.024,16.054,4.618
6643.548,15.361,16.022,4.422
6645.077,15.252,15.956,4.386
6646.605,15.859,15.982,4.382
6648.138,15.943,16.061,4.393
6649.667,16.211,16.080,4.383
6651.201,16.702,15.970,4.559
6652.731,15.628,15.946,4.563
6654.265,15.731,16.031,4.505
6655.796,16.272,16.033,4.533
6657.327,15.708,15.972,4.409
6658.862,15.933,15.887,4.507
6660.394,16.173,15.783,4.541
6661.930,15.579,15.813,4.681
6663.462,15.648,15.936,4.679
6664.999,15.997,15.951,4.632
6666.532,15.562,15.910,4.599
6668.066,15.266,15.858,4.836
6669.604,16.294,15.829,4.886
6671.138,15.760,15.841,4.614
6672.676,15.865,15.861,4.265
6674.211,15.917,15.874,4.385
6675.750,15.244,15.920,4.375
6677.286,16.551,15.711,4.351
6678.826,15.786,15.746,4.290
6680.362,16.126,15.837,4.278
6681.899,16.329,15.818,4.353
6683.440,16.107,15.832,4.368
6684.977,16.017,15.855,4.335
6686.519,15.545,15.733,4.432
6688.057,15.737,15.764,4.523
6689.599,15.657,15.795,4.397
6691.138,15.557,15.754,4.448
6692.678,15.636,15.787,4.346
6694.221,15.750,15.829,4.277
6695.761,15.754,15.714,4.285
6697.305,15.660,15.759,4.392
6698.846,15.627,15.759,4.639
6700.390,15.639,15.673,4.772
6701.932,15.813,15.697,4.770
6703.474,16.040,15.644,4.616
6705.019,15.842,15.622,4.674
6706.562,15.713,15.665,4.794
6708.108,15.920,15.704,4.808
6709.652,15.868,15.700,4.859
6711.199,15.673,15.683,4.699
6712.743,15.753,15.699,4.576
6714.287,15.920,15.767,4.384
6715.835,16.052,15.766,4.529
6717.380,15.832,15.794,4.539
6718.929,15.969,15.806,4.534
6720.475,16.187,15.731,4.450
6722.025,15.857,15.867,4.361
6723.571,15.417,15.762,4.294
6725.118,15.451,15.793,4.364
6726.669,15.644,15.893,4.306
6728.216,16.087,15.874,4.226
6729.768,16.171,15.731,4.348
6731.316,15.703,15.639,4.456
6732.868,15.845,15.749,4.516
6734.417,15.794,15.833,4.335
6735.966,15.271,15.854,4.388
6737.519,15.204,15.870,4.338
6739.069,15.890,15.896,4.375
6740.623,16.443,15.892,4.470
6742.174,15.944,15.888,4.457
6743.729,16.515,15.880,4.543
6745.280,15.891,15.866,4.474
6746.832,15.851,15.838,4.565
6748.388,16.206,15.801,4.311
6749.940,15.927,15.822,4.161
6751.497,16.168,15.892,4.207
6753.050,15.650,15.803,4.253
6754.607,15.761,15.689,4.144
6756.161,15.928,15.713,4.304
6757.715,15.845,15.802,4.260
6759.274,15.788,15.700,4.185
6760.829,15.824,15.604,4.259
6762.388,15.991,15.698,4.229
6763.943,15.765,15.699,4.281
6765.503,15.916,15.586,4.185
6767.059,15.895,15.592,4.141
6768.616,15.329,15.542,4.137
6770.177,15.707,15.527,4.233
6771.734,15.592,15.597,4.185
6773.296,16.141,15.641,4.029
6774.854,15.832,15.641,4.134
6776.416,15.440,15.661,4.222
6777.975,16.105,15.633,4.191
6779.535,15.960,15.656,4.208
6781.098,15.979,15.564,4.145
6782.658,16.549,15.564,4.209
6784.222,16.332,15.682,4.327
6785.783,16.023,15.669,4.299
6787.348,16.427,15.549,4.298
6788.909,15.883,15.593,4.430
6790.471,15.828,15.603,4.316
6792.037,16.109,15.527,4.249
6793.599,15.991,15.454,4.204
6795.166,16.029,15.448,4.042
6796.729,16.407,15.424,4.158
6798.296,15.644,15.454,4.120
6799.860,15.885,15.489,4.067
6801.428,15.816,15.463,4.072
6802.993,15.804,15.420,4.104
6804.558,16.005,15.465,4.117
6806.127,16.058,15.555,4.137
6807.693,15.922,15.511,4.071
6809.263,15.750,15.439,4.126
6810.829,16.287,15.448,4.106
6812.400,16.009,15.537,4.127
6813.967,15.625,15.588,4.038
6815.534,16.123,15.478,4.040
6817.106,15.746,15.454,4.124
6818.674,16.328,15.451,4.215
6820.247,16.417,15.558,4.128
6821.816,16.323,15.678,4.079
6823.389,16.303,15.654,4.132
6824.958,16.348,15.737,4.180
6826.528,16.664,15.624,5.370
6828.103,16.130,15.545,9.474
6829.673,16.034,15.580,14.812
6831.248,16.047,15.562,15.619
6832.820,16.090,15.417,12.907
6834.396,16.220,15.478,13.613
6835.968,15.869,15.300,15.088
6837.540,15.960,15.298,11.205
6839.117,15.635,15.350,5.986
6840.690,15.674,15.259,5.031
6842.268,16.087,15.142,6.337
6843.842,16.185,15.259,6.658
6845.420,16.019,15.325,5.417
6846.995,15.813,15.289,4.293
6848.570,15.925,15.166,4.130
6850.149,15.896,15.104,4.184
6851.725,15.657,15.218,4.347
6853.305,15.645,15.257,4.299
6854.882,16.025,15.238,4.146
6856.462,15.870,15.201,3.996
6858.040,15.594,15.180,4.032
6859.617,15.668,15.189,4.070
6861.199,16.173,15.243,4.858
6862.778,16.306,15.345,10.685
6864.360,15.048,15.291,22.308
6865.939,15.175,15.262,25.309
6867.523,15.532,15.252,15.938
6869.102,15.670,15.271,6.748
6870.683,15.809,15.319,6.266
6872.267,15.754,15.182,7.605
6873.848,14.939,15.257,6.569
6875.433,15.773,15.323,4.602
6877.015,15.800,15.305,3.891
6878.601,15.477,15.264,4.012
6880.183,15.654,15.274,4.826
6881.766,16.043,15.355,6.082
6883.353,15.781,15.339,6.302
6884.936,15.782,15.263,5.171
6886.524,15.500,15.236,4.282
6888.108,15.628,15.239,5.336
6889.697,15.475,15.203,7.728
6891.281,14.711,15.249,8.490
6892.867,15.526,15.221,6.458
6894.456,15.627,15.190,4.662
6896.042,15.638,15.217,4.390
6897.633,15.277,15.268,4.208
6899.219,15.220,15.258,4.827
6900.810,15.976,15.176,7.781
6902.398,15.896,15.112,9.511
6903.986,15.371,15.165,7.640
6905.578,15.607,15.209,4.870
6907.166,15.796,15.180,3.865
6908.759,15.483,15.142,3.799
6910.349,15.299,15.112,4.231
6911.942,15.824,15.168,6.628
6913.532,15.528,15.183,10.061
6915.123,15.322,15.196,9.462
6916.717,15.825,15.256,6.067
6918.308,16.088,15.291,4.034
6919.904,15.503,15.193,3.925
6921.496,15.773,15.204,5.517
6923.092,16.087,15.207,11.805
6924.684,15.549,15.226,16.371
6926.281,15.462,15.221,12.850
6927.875,15.776,15.152,6.074
6929.468,15.594,15.246,4.223
6931.066,15.524,15.222,4.047
6932.661,15.314,15.156,3.929
6934.259,15.493,15.186,3.838
6935.855,15.479,15.261,3.824
6937.454,15.174,15.197,4.307
6939.050,15.125,15.026,6.564
6940.646,15.477,15.105,9.045
6942.247,15.472,15.106,8.338
6943.844,15.496,15.142,5.394
6945.445,15.531,15.197,4.010
6947.043,15.618,15.124,4.887
6948.645,15.755,15.244,10.685
6950.243,15.582,15.230,16.616
6951.842,15.481,15.194,14.596
6953.445,15.347,15.261,7.176
6955.045,15.209,15.339,4.352
6956.649,15.112,15.291,4.207
6958.249,15.116,15.278,4.325
6959.854,15.338,15.242,4.314
6961.455,15.575,15.334,4.173
6963.056,15.541,15.383,4.198
6964.662,14.933,15.334,4.162
6966.264,14.733,15.307,4.273
6967.871,15.505,15.229,4.592
6969.473,15.384,15.222,5.724
6971.081,15.502,15.284,7.070
6972.684,15.323,15.351,6.616
6974.288,15.025,15.336,4.991
6975.897,14.974,15.247,4.383
6977.501,15.255,15.274,6.444
6979.110,15.564,15.338,10.613
6980.716,15.368,15.390,10.924
6982.326,15.416,15.449,7.033
6983.932,15.359,15.461,4.451
6985.539,15.359,15.401,4.215
6987.149,15.682,15.460,4.224
6988.757,15.456,15.340,4.209
6990.368,15.371,15.404,4.070
6991.977,15.450,15.450,4.050
6993.589,15.165,15.458,3.980
6995.198,14.924,15.632,3.948
6996.807,15.297,15.604,4.070
6998.420,15.406,15.455,4.114
7000.030,15.192,15.486,4.182
7001.645,15.566,15.593,4.008
7003.255,15.640,15.586,4.680
7004.870,15.544,15.490,5.396
7006.482,15.783,15.562,5.294
7008.094,15.246,15.651,4.275
7009.710,15.652,15.712,4.324
7011.322,15.892,15.715,5.880
7012.939,16.177,15.725,7.133
7014.552,16.173,15.818,6.074
7016.170,15.382,15.866,4.192
7017.784,15.042,15.836,3.606
7019.398,15.700,15.930,3.552
7021.017,15.891,15.980,3.695
7022.632,15.703,15.970,3.646
7024.252,15.566,16.051,3.593
7025.867,15.566,16.038,3.668
7027.488,15.643,16.068,3.591
7029.104,15.826,16.108,3.782
7030.721,15.861,16.108,3.846
7032.343,15.795,16.091,3.913
7033.960,15.762,16.140,3.773
7035.582,15.700,16.266,3.735
7037.201,15.451,16.296,3.654
7038.824,15.894,16.319,3.676
7040.443,16.145,16.382,3.910
7042.066,16.079,16.438,4.465
7043.686,16.143,16.443,4.544
7045.307,16.184,16.487,4.373
7046.931,15.221,16.623,4.857
7048.553,15.933,16.624,6.201
7050.178,16.655,16.642,6.537
7051.800,16.969,16.761,5.882
7053.426,16.788,16.869,5.076
7055.049,16.285,16.965,4.685
7056.672,16.469,16.896,4.319
7058.299,16.107,16.943,4.026
7059.923,16.728,17.078,3.925
7061.551,16.650,17.189,3.995
7063.175,16.385,17.275,4.273
7064.804,17.390,17.401,4.527
7066.429,17.193,17.471,4.705
7068.055,17.357,17.551,4.696
7069.685,17.598,17.728,4.627
7071.311,17.383,17.845,4.575
7072.942,17.250,17.765,4.458
7074.569,17.727,17.912,4.475
7076.200,17.650,18.223,4.398
7077.828,17.701,18.559,4.310
7079.456,17.806,18.878,4.357
7081.089,18.311,19.157,4.372
7082.718,18.315,19.313,4.543
7084.351,17.424,19.231,4.665
7085.981,18.225,18.939,4.299
7087.615,18.130,18.574,4.229
7089.245,17.581,18.335,4.903
7090.876,17.403,18.154,5.016
7092.511,17.538,17.838,4.589
7094.143,17.599,17.602,4.119
7095.779,17.855,17.538,3.903
7097.411,17.655,17.521,3.817
7099.048,17.592,17.431,3.775
7100.681,17.677,17.296,3.735
7102.314,17.674,17.193,3.761
7103.952,17.477,17.038,3.842
7105.587,17.213,16.933,3.769
7107.225,17.129,16.905,3.746
7108.860,17.336,16.923,3.837
7110.499,17.419,16.958,3.747
7112.135,17.183,16.959,3.894
7113.771,16.818,16.825,3.694
7115.412,16.578,16.694,3.708
7117.049,16.769,16.599,3.762
7118.690,16.851,16.509,3.798
7120.327,16.691,16.452,3.664
7121.969,16.715,16.478,3.640
7123.608,16.919,16.495,3.662
7125.246,16.252,16.372,3.763
7126.890,16.660,16.287,4.015
7128.529,16.407,16.289,4.298
7130.173,16.189,16.287,4.267
7131.813,16.476,16.202,4.096
7133.458,16.669,16.181,4.250
7135.099,16.655,16.405,4.214
7136.740,16.200,16.374,3.946
7138.386,15.972,16.248,3.716
7140.028,16.335,16.182,3.696
7141.675,16.505,16.068,4.009
7143.318,15.988,16.003,4.526
7144.965,16.383,16.102,5.025
7146.608,15.983,16.101,5.178
7148.253,15.855,16.058,4.912
7149.901,16.098,16.039,4.681
7151.546,16.287,15.987,4.301
7153.195,16.146,15.948,4.023
7154.840,15.741,15.882,3.810
7156.490,15.537,15.845,3.790
7158.137,15.877,15.862,3.910
7159.783,15.835,15.852,4.193
7161.434,15.584,15.764,4.317
7163.082,15.763,15.784,4.292
7164.734,15.213,15.756,4.277
7166.382,15.469,15.804,4.221
7168.034,15.310,15.832,4.206
7169.683,15.111,15.816,4.242
7171.337,15.271,15.801,4.198
7172.987,15.474,15.620,4.070
7174.637,15.515,15.673,4.048
7176.291,15.448,15.710,4.183
7177.942,15.829,15.780,4.231
7179.597,15.756,15.862,4.156
7181.249,15.450,15.803,4.228
7182.905,15.776,15.750,4.074
7184.557,15.545,15.759,3.909
7186.210,15.230,15.735,3.726
7187.867,15.314,15.718,3.445
7189.521,15.515,15.673,3.572
7191.179,15.455,15.545,3.622
7192.833,15.356,15.569,3.420
7194.492,15.912,15.702,3.491
7196.147,15.389,15.608,3.428
7197.802,15.644,15.560,3.555
7199.462,15.503,15.654,3.550
7201.118,15.264,15.663,3.644
7202.779,16.074,15.716,3.556
7204.436,15.404,15.773,3.512
7206.097,15.913,15.751,3.396
7207.755,15.673,15.775,3.470
7209.413,15.694,15.887,3.499
7211.075,16.256,16.003,3.509
7212.734,16.311,16.120,3.487
7214.398,16.572,16.118,3.466
7216.057,16.415,16.365,3.482
7217.721,17.190,16.763,3.427
7219.382,17.702,17.166,3.445
7221.043,18.148,17.558,3.611
7222.708,19.539,17.800,3.903
7224.369,19.384,17.847,4.054
7226.035,18.244,17.670,4.019
7227.697,16.774,17.284,3.832
7229.364,16.003,16.784,3.986
7231.027,15.737,16.302,4.026
7232.691,15.321,15.872,4.005
7234.359,15.674,15.514,4.209
7236.023,14.948,15.348,4.371
7237.691,15.191,15.321,6.934
7239.357,15.657,15.282,17.363
7241.026,15.535,15.190,30.389
7242.692,15.227,15.232,30.915
7244.358,14.906,15.114,27.175
7246.028,15.044,15.195,32.095
7247.695,14.971,15.271,28.984
7249.367,15.305,15.257,14.440
7251.034,15.774,15.320,6.242
7252.706,15.311,15.259,6.898
7254.375,14.671,15.184,9.206
7256.044,14.694,15.240,9.418
7257.717,15.265,15.283,6.522
7259.387,15.505,15.235,4.867
7261.061,15.034,15.204,4.023
7262.731,14.658,15.249,4.000
7264.406,15.569,15.399,4.141
7266.077,15.349,15.432,4.151
7267.748,15.686,15.510,4.642
7269.424,15.689,15.651,5.135
7271.097,15.376,15.708,5.223
7272.773,15.836,15.897,4.869
7274.447,15.642,16.067,9.362
7276.124,16.396,16.170,32.003
7277.798,15.308,16.369,52.803
7279.472,15.569,16.694,39.443
7281.151,17.077,17.024,13.520
7282.826,16.423,17.433,7.723
7284.505,16.966,18.053,15.354
7286.181,18.902,18.731,20.387
7287.861,20.133,19.584,14.788
7289.538,22.065,20.723,6.457
7291.215,24.672,21.968,4.259
7292.896,25.592,22.771,4.426
7294.574,24.485,22.795,5.048
7296.256,21.253,22.099,7.485
7297.934,18.454,20.878,8.610
7299.617,16.952,19.449,6.155
7301.296,16.277,18.188,4.256
7302.980,15.765,17.259,7.262
7304.660,15.300,16.532,12.533
7306.341,14.655,15.997,12.698
7308.025,15.086,15.751,7.243
7309.707,15.248,15.678,4.434
7311.392,14.803,15.549,4.596
7313.074,15.047,15.481,4.897
7314.761,15.574,15.404,9.743
7316.443,15.889,15.335,29.435
7318.126,15.221,15.326,39.436
7319.814,15.142,15.320,25.078
7321.498,15.572,15.261,7.486
7323.186,15.104,15.328,3.705
7324.871,15.365,15.255,3.470
7326.560,14.592,15.293,3.847
7328.245,15.435,15.283,7.782
7329.931,15.670,15.199,15.458
7331.622,14.937,15.226,16.408
7333.308,15.449,15.175,9.145
7334.999,15.078,15.083,4.363
7336.687,15.194,15.011,3.699
7338.379,15.398,14.954,4.836
7340.067,15.167,14.907,17.585
7341.755,14.707,14.877,39.586
7343.448,14.675,14.846,39.706
7345.138,15.048,14.917,17.520
7346.831,15.042,14.902,5.308
7348.522,15.437,14.938,4.358
7350.216,15.291,15.020,4.185
7351.907,14.778,14.974,4.395
7353.598,14.985,14.961,4.500
7355.294,14.494,14.984,4.395
7356.986,15.252,14.965,5.298
7358.683,15.449,15.039,11.394
7360.375,15.094,15.076,15.540
7362.073,14.973,14.898,11.418
7363.766,15.175,15.000,5.398
7365.460,15.101,15.030,4.211
7367.159,15.252,14.901,5.537
7368.854,15.549,14.827,16.404
7370.553,15.535,14.939,30.272
7372.248,15.129,15.068,26.770
7373.948,14.866,14.912,10.899
7375.645,15.251,14.919,4.762
7377.342,15.193,14.907,4.221
7379.043,15.140,14.898,3.882
7380.740,14.968,14.870,3.802
7382.442,14.863,14.762,3.738
7384.141,15.200,14.818,3.626
7385.843,15.021,14.841,3.574
7387.543,14.539,14.794,3.574
7389.242,14.896,14.782,3.825
7390.946,15.185,14.780,5.788
7392.646,14.779,14.706,10.111
7394.351,14.467,14.740,11.586
7396.052,14.824,14.695,7.462
7397.758,14.388,14.765,4.115
7399.459,14.855,14.745,4.293
7401.162,15.579,14.593,10.301
7402.868,15.441,14.581,19.695
7404.571,14.779,14.725,19.046
7406.279,14.876,14.735,8.697
7407.983,14.507,14.761,3.848
7409.691,14.235,14.702,3.329
7411.395,14.718,14.628,3.423
7413.100,15.177,14.740,3.947
7414.810,14.663,14.743,4.102
7416.516,15.049,14.646,3.860
7418.226,14.657,14.706,3.765
7419.932,14.235,14.791,3.696
7421.643,14.437,14.783,3.474
7423.351,14.955,14.745,3.544
7425.059,14.964,14.697,3.569
7426.771,14.503,14.679,3.539
7428.479,14.642,14.692,4.270
7430.192,14.820,14.655,6.683
7431.902,14.690,14.641,7.655
7433.615,14.536,14.730,5.610
7435.325,14.766,14.656,3.814
7437.040,14.934,14.729,4.976
7438.751,14.474,14.754,9.823
7440.462,14.757,14.704,12.067
7442.178,14.986,14.697,8.280
7443.890,14.759,14.762,4.201
7445.607,14.860,14.701,3.432
7447.319,14.738,14.741,3.416
7449.037,14.827,14.719,3.361
7450.750,15.074,14.738,3.405
7452.464,15.046,14.810,3.569
7454.183,14.648,14.798,3.512
7455.898,14.397,14.789,3.470
7457.617,14.742,14.671,3.493
7459.333,14.268,14.640,3.717
7461.053,14.418,14.692,4.077
7462.769,15.078,14.714,4.722
7464.486,15.196,14.656,5.350
7466.207,14.490,14.610,6.095
7467.925,14.371,14.568,6.845
7469.647,14.484,14.697,6.506
7471.365,14.851,14.750,6.932
7473.088,14.989,14.669,9.806
7474.807,14.769,14.686,11.296
7476.527,14.640,14.707,9.036
7478.251,14.627,14.604,6.441
7479.971,14.710,14.701,8.493
7481.696,14.687,14.789,10.418
7483.417,14.745,14.752,11.977
7485.143,14.815,14.746,12.417
7486.865,14.808,14.690,9.287
7488.587,15.529,14.648,4.937
7490.314,14.995,14.740,3.916
7492.037,14.700,14.803,3.835
7493.765,14.708,14.758,5.194
7495.489,14.633,14.715,6.127
7497.217,14.595,14.689,4.992
7498.942,14.373,14.710,3.720
7500.667,14.314,14.823,3.572
7502.397,14.501,14.847,3.674
7504.123,14.312,14.772,3.566
7505.853,14.289,14.778,3.474
7507.580,15.255,14.814,3.381
7509.311,14.755,14.823,3.332
7511.039,14.907,14.905,3.362
7512.767,14.747,14.956,3.278
7514.499,14.738,14.977,3.326
7516.228,15.091,15.048,3.742
7517.961,14.967,14.961,4.754
7519.690,14.776,14.944,5.227
7521.424,14.599,14.884,5.263
7523.155,15.231,14.833,13.405
7524.885,15.434,14.771,27.907
7526.621,14.656,14.622,27.157
7528.352,14.119,14.584,12.634
7530.088,14.235,14.573,7.521
7531.820,14.708,14.663,10.529
7533.557,14.162,14.721,9.367
7535.290,14.064,14.673,5.291
7537.024,14.538,14.623,3.595
7538.762,13.936,14.670,3.876
7540.496,14.448,14.756,4.847
7542.235,14.199,14.826,5.317
7543.970,14.710,14.827,4.558
7545.710,14.909,14.815,3.647
7547.446,14.343,14.856,3.448
7549.182,14.475,14.801,3.451
7550.923,14.594,14.825,3.500
7552.660,14.660,14.720,3.593
7554.401,14.564,14.628,3.858
7556.139,14.729,14.673,4.539
7557.882,14.883,14.759,7.076
7559.620,14.455,14.783,8.248
7561.359,14.944,14.821,5.973
7563.103,15.087,14.809,3.842
7564.843,14.856,14.796,3.482
7566.587,14.816,14.841,3.769
7568.328,14.887,14.905,4.458
7570.073,14.558,14.900,6.777
7571.815,14.669,15.001,16.065
7573.561,15.142,14.987,22.415
