#Spectrum of SDSS J141324.27+530526.9
#downloaded from http://skyserver.sdss.org/dr16/en/tools/quicklook/summary.aspx?ra=14%2013%2024&dec=53%2005%2027
#z = 0.4563313
#Wavelength,Flux,BestFit,SkyFlux
5202.357,17.785,17.729,11.222
5203.553,18.190,17.811,10.533
5204.750,18.312,17.795,9.853
5205.951,18.133,17.823,8.999
5207.148,17.996,17.959,8.503
5208.349,17.870,17.870,8.554
5209.547,17.553,17.787,8.860
5210.748,17.929,17.842,9.197
5211.947,18.308,17.912,9.486
5213.146,18.259,17.907,9.726
5214.348,18.124,17.802,9.532
5215.548,18.333,17.819,9.032
5216.751,17.960,17.965,8.639
5217.951,17.600,18.019,8.837
5219.154,18.172,17.850,9.261
5220.355,18.503,17.753,9.606
5221.556,17.880,17.828,9.752
5222.760,17.572,17.773,9.651
5223.961,17.772,17.741,9.867
5225.166,17.567,17.783,9.934
5226.368,17.718,17.758,9.298
5227.573,17.758,17.704,8.325
5228.776,17.762,17.880,8.049
5229.978,18.368,17.786,8.517
5231.184,16.591,17.725,9.112
5232.388,17.911,17.798,9.364
5233.594,18.513,17.826,8.999
5234.798,17.951,17.903,8.565
5236.006,17.757,17.783,8.751
5237.210,17.786,17.821,8.987
5238.415,18.201,17.918,9.729
5239.623,17.897,17.902,10.357
5240.828,18.163,17.819,10.250
5242.037,18.288,17.877,9.594
5243.243,18.022,17.914,9.131
5244.452,18.540,17.890,8.995
5245.658,17.494,17.996,9.077
5246.865,18.217,17.988,9.080
5248.075,18.704,17.725,9.021
5249.282,18.574,17.899,8.979
5250.493,18.388,17.788,9.048
5251.701,17.933,17.762,9.023
5252.912,17.950,17.830,8.880
5254.120,17.188,17.784,8.973
5255.329,17.452,17.636,9.223
5256.541,18.214,17.728,9.717
5257.750,18.306,17.652,10.064
5258.962,18.076,17.579,9.987
5260.172,17.536,17.581,9.581
5261.385,17.134,17.629,9.242
5262.595,18.133,17.651,8.651
5263.806,18.551,17.594,8.045
5265.020,17.704,17.680,7.753
5266.231,18.100,17.820,7.512
5267.446,17.688,17.761,7.653
5268.657,18.009,17.667,7.764
5269.872,17.612,17.822,7.676
5271.085,17.555,17.934,7.593
5272.297,18.171,17.855,8.103
5273.513,17.467,17.700,8.527
5274.726,17.988,17.672,8.720
5275.942,17.527,17.762,8.863
5277.156,18.009,17.810,9.320
5278.373,18.683,17.798,9.230
5279.587,18.142,17.884,9.248
5280.805,17.491,17.888,9.026
5282.020,18.126,17.788,8.703
5283.235,18.782,17.727,8.392
5284.453,17.928,17.795,8.317
5285.669,17.896,17.821,8.567
5286.888,18.862,17.783,8.956
5288.104,17.277,17.799,9.150
5289.323,17.939,17.688,9.061
5290.540,17.514,17.582,9.109
5291.757,17.429,17.703,9.180
5292.977,17.454,17.736,9.227
5294.195,17.340,17.606,9.054
5295.416,18.208,17.561,9.136
5296.634,17.501,17.579,8.927
5297.856,18.451,17.558,8.584
5299.074,18.096,17.542,8.624
5300.293,17.692,17.709,8.977
5301.516,18.397,17.685,9.103
5302.735,17.555,17.696,8.831
5303.958,17.598,17.671,8.996
5305.178,18.085,17.602,9.199
5306.402,17.876,17.591,9.215
5307.622,17.482,17.596,9.254
5308.843,17.769,17.531,9.078
5310.067,18.292,17.458,9.088
5311.289,17.869,17.520,9.276
5312.514,17.613,17.577,9.512
5313.736,17.361,17.459,9.481
5314.961,17.552,17.439,9.450
5316.184,17.933,17.463,9.173
5317.407,17.311,17.508,8.837
5318.633,17.666,17.560,8.905
5319.857,17.862,17.571,9.023
5321.083,18.308,17.561,9.054
5322.308,18.148,17.642,9.033
5323.535,17.519,17.471,9.007
5324.760,18.277,17.585,8.726
5325.985,17.812,17.710,8.662
5327.213,17.580,17.617,8.748
5328.438,17.763,17.477,8.117
5329.667,18.351,17.516,7.864
5330.893,18.864,17.596,8.393
5332.122,18.376,17.559,9.183
5333.349,17.817,17.511,9.154
5334.576,17.765,17.509,8.919
5335.806,18.006,17.493,9.022
5337.033,17.973,17.449,8.973
5338.264,17.759,17.456,9.042
5339.492,18.153,17.371,8.978
5340.724,18.310,17.377,8.514
5341.952,17.671,17.511,8.494
5343.181,17.367,17.542,8.670
5344.413,17.613,17.332,9.051
5345.643,17.953,17.385,8.955
5346.875,18.120,17.427,8.804
5348.105,17.804,17.516,8.767
5349.339,17.820,17.567,8.916
5350.569,17.644,17.462,9.332
5351.800,17.710,17.507,9.383
5353.034,18.094,17.544,9.119
5354.266,17.704,17.519,8.885
5355.500,17.778,17.542,9.210
5356.732,18.209,17.572,9.553
5357.968,17.823,17.479,9.581
5359.200,17.738,17.353,9.417
5360.433,18.375,17.361,9.019
5361.669,17.825,17.376,8.957
5362.903,18.113,17.377,8.750
5364.139,17.494,17.383,8.713
5365.373,17.578,17.375,8.378
5366.611,18.047,17.322,8.254
5367.845,17.464,17.358,8.495
5369.080,16.491,17.335,8.503
5370.318,18.230,17.309,8.343
5371.554,17.833,17.301,8.030
5372.792,17.189,17.276,8.036
5374.028,17.887,17.300,8.551
5375.268,18.743,17.341,8.791
5376.504,17.827,17.401,9.159
5377.744,17.567,17.374,9.000
5378.981,17.781,17.262,8.874
5380.218,17.969,17.172,8.710
5381.459,17.782,17.172,8.683
5382.697,17.480,17.365,8.675
5383.938,17.742,17.320,8.472
5385.177,17.773,17.204,8.526
5386.419,17.372,17.137,8.651
5387.658,18.095,17.093,8.889
5388.897,18.202,17.203,8.740
5390.140,17.042,17.263,8.595
5391.380,17.705,17.296,8.504
5392.623,17.157,17.302,8.664
5393.864,18.111,17.251,8.742
5395.108,18.197,17.204,8.524
5396.349,17.164,17.308,8.410
5397.590,16.787,17.204,8.184
5398.835,17.411,17.158,8.187
5400.077,16.856,17.207,8.251
5401.322,17.798,17.245,8.524
5402.565,18.276,17.207,8.516
5403.810,18.187,17.176,8.466
5405.054,18.135,17.250,8.148
5406.297,17.306,17.215,7.836
5407.544,17.805,17.239,8.007
5408.788,17.909,17.359,8.287
5410.035,17.803,17.404,8.358
5411.280,17.834,17.351,8.323
5412.527,17.770,17.326,8.425
5413.773,17.349,17.366,8.655
5415.018,17.474,17.350,8.836
5416.267,17.163,17.338,8.826
5417.513,17.025,17.425,9.074
5418.762,17.314,17.418,9.182
5420.008,17.391,17.446,9.029
5421.258,16.725,17.541,9.081
5422.505,16.930,17.701,9.019
5423.753,17.692,17.970,8.963
5425.004,17.654,18.359,8.826
5426.252,17.967,18.746,8.852
5427.503,19.000,19.121,9.124
5428.752,18.252,19.422,9.195
5430.003,18.254,19.650,8.692
5431.253,18.849,19.750,8.595
5432.502,18.318,19.622,8.845
5433.755,17.920,19.266,8.957
5435.005,18.479,18.879,8.622
5436.258,17.553,18.429,8.641
5437.509,16.891,17.947,8.773
5438.763,17.112,17.569,9.090
5440.014,16.893,17.360,9.275
5441.265,16.778,17.170,9.308
5442.520,17.247,17.134,9.323
5443.772,16.863,17.001,9.148
5445.027,17.206,17.059,9.028
5446.280,16.951,17.203,8.818
5447.536,17.231,17.079,8.623
5448.789,17.331,16.963,8.686
5450.043,17.029,17.011,9.052
5451.299,18.069,17.089,9.169
5452.553,16.117,17.081,9.351
5453.811,17.174,17.053,9.142
5455.065,17.290,17.034,8.919
5456.323,16.742,16.833,8.524
5457.578,17.426,16.936,8.631
5458.834,16.877,17.102,9.691
5460.093,17.648,17.097,13.060
5461.349,16.857,17.000,18.747
5462.608,17.055,17.018,19.720
5463.865,17.837,17.129,14.391
5465.125,17.537,17.254,10.110
5466.382,17.400,17.185,9.264
5467.640,17.083,17.165,9.100
5468.900,18.149,17.197,8.975
5470.159,18.317,17.159,9.073
5471.420,17.878,17.327,8.786
5472.679,18.079,17.391,8.761
5473.941,17.810,17.386,8.786
5475.200,17.600,17.311,8.633
5476.463,17.395,17.213,8.363
5477.722,17.741,17.194,8.029
5478.982,17.739,17.252,8.047
5480.246,16.922,17.130,8.328
5481.507,16.930,17.137,8.598
5482.771,17.055,17.124,8.895
5484.032,17.255,17.112,8.949
5485.297,17.267,17.153,9.124
5486.558,17.399,16.871,9.054
5487.821,17.363,16.905,8.637
5489.086,16.269,16.962,8.405
5490.349,17.412,16.913,8.358
5491.615,17.651,16.813,8.519
5492.878,17.427,16.788,8.521
5494.145,17.168,16.920,8.462
5495.409,17.009,16.994,8.372
5496.673,17.642,16.915,8.354
5497.941,17.691,16.860,8.312
5499.205,17.416,16.848,8.507
5500.473,17.511,16.797,8.546
5501.739,17.690,16.832,8.497
5503.008,17.360,16.886,8.414
5504.274,16.867,16.903,8.297
5505.540,17.123,16.850,8.278
5506.809,17.139,16.855,8.319
5508.076,17.663,16.991,8.277
5509.346,17.871,16.995,8.257
5510.614,17.047,16.993,8.355
5511.884,17.029,16.926,8.389
5513.152,17.791,16.926,8.309
5514.421,17.406,16.950,8.468
5515.692,17.273,16.892,8.755
5516.961,17.202,16.959,8.672
5518.233,16.625,17.060,8.461
5519.503,17.009,16.826,8.558
5520.776,17.170,16.708,8.915
5522.046,16.611,16.770,9.019
5523.316,16.940,16.707,8.713
5524.590,17.378,16.696,8.430
5525.861,16.672,16.619,8.403
5527.135,16.281,16.643,8.403
5528.406,16.400,16.627,8.162
5529.681,16.252,16.541,7.816
5530.953,16.656,16.495,7.892
5532.226,17.154,16.447,8.205
5533.501,16.812,16.441,8.187
5534.774,16.249,16.413,8.126
5536.051,16.138,16.442,8.045
5537.324,16.081,16.519,8.116
5538.601,16.462,16.530,8.245
5539.875,16.701,16.493,8.159
5541.150,16.395,16.704,8.381
5542.428,16.714,16.743,8.838
5543.703,17.122,16.595,9.114
5544.981,16.745,16.556,9.236
5546.257,16.951,16.731,9.055
5547.536,16.905,16.696,8.672
5548.812,15.737,16.627,8.496
5550.088,15.897,16.651,8.554
5551.368,17.324,16.776,8.462
5552.645,16.894,16.844,8.260
5553.926,16.729,16.736,8.084
5555.203,16.780,16.652,8.163
5556.484,16.054,16.716,8.047
5557.763,16.334,16.687,8.075
5559.041,16.260,16.660,8.084
5560.323,16.830,16.662,8.124
5561.602,16.452,16.608,8.098
5562.885,15.865,16.572,8.417
5564.164,16.396,16.644,9.283
5565.447,16.427,16.654,9.721
5566.728,16.190,16.625,9.018
5568.008,16.185,16.627,8.090
5569.292,16.651,16.649,8.208
5570.574,16.542,16.610,8.350
5571.858,16.137,16.538,8.316
5573.140,17.775,16.494,8.084
5574.425,16.379,16.577,8.447
5575.707,19.117,16.632,24.368
5576.993,18.801,16.490,111.765
5578.276,14.177,16.427,227.357
5579.559,12.987,16.399,199.564
5580.846,19.217,16.498,70.326
5582.130,17.806,16.489,13.408
5583.417,16.242,16.379,8.720
5584.702,16.483,16.351,8.200
5585.989,16.553,16.291,7.955
5587.275,15.727,16.385,7.794
5588.560,16.195,16.415,7.915
5589.849,16.016,16.376,8.677
5591.135,15.144,16.334,8.887
5592.424,15.018,16.349,8.185
5593.710,15.670,16.463,7.756
5595.000,16.130,16.480,7.496
5596.287,16.292,16.438,7.727
5597.575,16.712,16.381,8.025
5598.866,16.479,16.431,8.285
5600.154,16.406,16.588,7.908
5601.445,16.683,16.517,7.741
5602.734,16.636,16.511,7.537
5604.026,16.165,16.617,7.849
5605.315,16.601,16.634,8.974
5606.604,16.492,16.641,9.728
5607.897,16.817,16.782,9.147
5609.187,16.761,16.748,8.226
5610.481,15.979,16.702,8.104
5611.771,17.220,16.833,8.082
5613.065,16.077,16.949,8.064
5614.357,15.730,16.907,7.942
5615.648,16.486,16.826,7.463
5616.943,16.868,16.932,7.349
5618.235,16.432,16.978,7.885
5619.531,16.726,16.952,7.914
5620.824,16.390,16.901,7.923
5622.120,16.745,16.905,7.956
5623.413,16.958,16.980,8.514
5624.707,16.789,17.017,8.967
5626.004,16.938,17.244,8.710
5627.298,17.364,17.244,7.866
5628.596,16.670,17.210,7.640
5629.891,17.178,17.286,7.824
5631.189,17.580,17.401,7.867
5632.484,17.239,17.576,7.901
5633.780,17.252,17.651,7.870
5635.079,18.193,17.756,7.813
5636.376,17.681,17.793,7.513
5637.675,17.803,17.701,7.557
5638.972,17.674,17.524,7.681
5640.273,16.468,17.303,7.895
5641.570,15.312,17.160,7.979
5642.868,16.159,16.960,7.704
5644.169,16.594,16.803,7.835
5645.468,17.096,16.824,8.184
5646.769,17.014,16.918,8.558
5648.069,16.589,16.743,8.213
5649.371,16.643,16.663,7.966
5650.671,16.837,16.621,7.727
5651.971,16.640,16.636,7.768
5653.274,16.255,16.674,7.752
5654.574,16.101,16.652,7.683
5655.878,16.270,16.612,7.558
5657.179,16.553,16.587,7.544
5658.484,16.705,16.574,7.502
5659.786,16.543,16.573,7.453
5661.088,16.259,16.588,7.409
5662.393,16.128,16.589,7.534
5663.696,16.454,16.514,7.716
5665.002,16.982,16.496,7.917
5666.305,16.839,16.592,8.034
5667.612,17.366,16.583,8.066
5668.916,17.077,16.456,8.138
5670.220,16.397,16.400,8.511
5671.527,16.595,16.412,9.014
5672.832,17.544,16.416,9.258
5674.140,17.055,16.351,9.053
5675.445,16.740,16.386,8.652
5676.754,16.951,16.495,8.412
5678.060,17.434,16.513,8.441
5679.369,17.533,16.510,8.483
5680.676,17.054,16.498,8.714
5681.983,16.923,16.414,9.100
5683.293,16.721,16.424,9.870
5684.600,16.302,16.434,10.434
5685.911,15.967,16.287,10.831
5687.219,16.259,16.322,11.294
5688.531,17.004,16.406,11.669
5689.839,16.881,16.355,11.913
5691.148,16.808,16.374,11.766
5692.461,16.367,16.450,11.388
5693.770,16.013,16.355,10.452
5695.083,16.317,16.197,9.757
5696.393,16.980,16.332,9.316
5697.707,16.822,16.474,9.075
5699.018,16.753,16.518,8.865
5700.329,16.692,16.530,8.929
5701.643,16.980,16.546,9.012
5702.955,16.953,16.493,8.610
5704.270,16.321,16.640,8.234
5705.582,16.877,16.663,8.093
5706.898,16.986,16.523,7.874
5708.211,16.408,16.324,7.815
5709.524,16.177,16.199,7.826
5710.841,16.617,16.266,7.750
5712.154,16.941,16.329,7.922
5713.472,16.418,16.290,8.156
5714.786,16.500,16.204,8.051
5716.104,16.026,16.152,7.981
5717.419,15.398,16.131,7.994
5718.734,15.313,16.041,8.038
5720.053,15.704,16.037,8.013
5721.369,15.766,16.119,7.966
5722.688,15.503,16.130,7.778
5724.004,15.516,16.006,8.075
5725.324,15.678,15.890,8.095
5726.642,15.295,15.989,8.093
5727.959,14.606,15.896,7.849
5729.280,15.335,15.776,7.747
5730.598,14.986,15.784,7.686
5731.919,15.528,15.807,7.663
5733.238,15.380,15.721,7.640
5734.560,14.583,15.779,7.664
5735.879,14.783,15.869,7.789
5737.199,15.378,15.868,7.813
5738.522,15.839,15.914,7.586
5739.842,16.153,16.005,7.591
5741.165,15.968,16.030,7.623
5742.486,15.867,16.088,7.526
5743.810,16.301,16.162,7.627
5745.132,15.894,16.162,7.620
5746.453,15.336,16.144,7.559
5747.779,16.046,16.196,7.565
5749.101,15.961,16.308,7.451
5750.427,15.922,16.341,7.428
5751.749,17.347,16.312,7.558
5753.076,16.596,16.371,7.483
5754.399,16.487,16.398,7.273
5755.723,16.354,16.373,7.389
5757.050,16.238,16.388,7.579
5758.375,16.242,16.391,7.618
5759.703,16.080,16.395,7.689
5761.028,15.747,16.286,7.644
5762.356,16.467,16.238,7.544
5763.682,16.489,16.295,7.462
5765.008,16.183,16.312,7.690
5766.337,16.274,16.262,8.044
5767.664,16.595,16.364,8.481
5768.994,16.359,16.301,9.459
5770.321,15.820,16.255,10.311
5771.651,16.341,16.310,10.234
5772.979,16.487,16.289,8.921
5774.307,16.294,16.173,8.174
5775.639,16.707,16.372,7.925
5776.967,16.351,16.293,7.699
5778.300,16.429,16.252,7.683
5779.629,16.259,16.344,7.795
5780.962,15.862,16.281,7.537
5782.291,16.055,16.204,7.467
5783.625,16.416,16.147,7.401
5784.955,14.637,16.048,7.478
5786.286,15.630,15.979,7.486
5787.621,15.275,15.952,7.668
5788.952,15.000,15.923,8.366
5790.287,15.930,15.945,9.399
5791.619,16.636,15.952,10.261
5792.954,16.236,16.007,9.849
5794.287,16.158,16.062,8.810
5795.620,16.807,16.095,8.224
5796.957,17.326,16.135,8.089
5798.290,16.985,16.163,7.866
5799.627,16.268,16.133,7.783
5800.961,16.707,16.119,7.724
5802.299,16.708,16.096,7.891
5803.634,16.575,16.109,7.797
5804.969,16.474,16.161,7.724
5806.308,16.314,16.051,7.807
5807.643,16.231,16.172,7.713
5808.983,16.763,16.107,7.716
5810.319,17.181,15.997,7.751
5811.659,16.302,16.017,7.789
5812.996,16.305,16.094,7.872
5814.333,16.665,16.115,7.834
5815.674,15.870,16.172,7.823
5817.012,16.892,16.116,7.758
5818.353,16.428,16.028,7.804
5819.692,16.603,16.034,7.883
5821.034,16.591,16.112,7.940
5822.373,16.101,16.093,8.048
5823.712,16.257,16.156,8.016
5825.055,16.799,16.192,7.978
5826.395,15.834,16.118,8.139
5827.739,16.221,16.031,8.013
5829.079,16.349,16.083,8.055
5830.424,16.278,16.162,7.965
5831.765,17.241,15.982,8.102
5833.106,16.560,15.964,8.106
5834.451,16.543,16.019,8.179
5835.794,15.911,15.995,8.190
5837.139,15.991,15.939,8.269
5838.482,16.534,15.941,8.235
5839.829,16.173,15.901,8.254
5841.172,16.413,15.931,8.229
5842.516,16.268,15.984,8.116
5843.863,16.019,15.966,8.301
5845.207,15.819,15.897,8.269
5846.555,16.103,15.943,8.266
5847.900,16.790,15.984,8.343
5849.249,16.353,16.044,8.157
5850.594,16.354,16.056,8.244
5851.940,15.831,16.012,8.350
5853.290,16.068,15.995,8.256
5854.636,16.643,16.041,8.268
5855.986,16.244,16.011,8.197
5857.334,16.628,15.983,8.093
5858.684,15.688,15.984,8.173
5860.032,16.517,15.990,8.044
5861.380,16.943,16.017,8.251
5862.732,16.302,16.109,8.315
5864.080,16.292,15.929,8.593
5865.433,16.022,15.986,9.832
5866.782,16.539,16.034,11.745
5868.135,16.796,15.976,12.981
5869.485,16.654,15.994,12.372
5870.835,16.185,15.929,10.736
5872.189,15.895,15.892,9.536
5873.540,16.995,15.899,9.352
5874.894,16.381,15.892,9.421
5876.246,16.417,15.894,8.965
5877.601,16.615,15.933,8.529
5878.953,16.590,15.882,8.320
5880.305,16.907,15.850,8.252
5881.661,16.871,15.850,8.002
5883.014,16.541,15.882,8.003
5884.371,16.285,15.906,8.118
5885.725,16.003,15.892,8.360
5887.082,16.035,15.902,9.634
5888.436,16.446,15.869,13.996
5889.794,15.881,15.906,22.093
5891.149,16.281,15.895,27.236
5892.504,15.984,15.842,20.928
5893.863,16.417,15.820,11.840
5895.219,16.872,15.692,13.448
5896.578,15.617,15.759,19.364
5897.935,15.868,15.904,19.037
5899.295,15.858,15.893,12.549
5900.652,16.102,15.825,8.416
5902.010,16.313,15.937,8.180
5903.371,16.389,16.030,8.480
5904.729,16.454,15.909,8.806
5906.090,15.887,15.775,9.076
5907.449,15.709,15.815,9.478
5908.811,15.979,15.956,9.388
5910.170,16.055,16.006,8.722
5911.530,15.668,15.986,8.405
5912.893,15.402,15.875,8.387
5914.254,16.111,15.851,9.272
5915.617,16.367,15.915,11.876
5916.978,16.864,15.963,13.155
5918.343,16.659,15.945,11.052
5919.704,15.687,15.963,8.744
5921.066,15.338,15.932,8.438
5922.431,16.005,15.895,8.569
5923.794,16.055,15.947,8.894
5925.160,15.567,16.049,9.990
5926.523,15.688,16.091,10.610
5927.890,16.241,16.115,9.674
5929.253,16.262,16.128,8.825
5930.617,16.476,16.064,8.739
5931.985,16.152,16.030,10.008
5933.350,16.258,16.058,12.935
5934.718,16.187,16.096,13.975
5936.083,15.936,16.156,11.418
5937.452,16.107,16.104,9.185
5938.818,15.762,16.011,8.690
5940.184,15.706,16.022,8.585
5941.554,15.611,16.070,8.436
5942.921,15.530,16.015,8.209
5944.291,15.737,15.987,8.279
5945.659,16.122,15.972,9.100
5947.030,16.041,15.977,9.877
5948.398,16.439,16.066,9.420
5949.766,16.008,16.186,8.565
5951.138,16.277,16.212,8.387
5952.507,17.369,16.167,9.526
5953.880,17.505,16.126,11.664
5955.249,17.150,16.113,12.395
5956.623,17.005,16.213,10.446
5957.993,16.240,16.328,8.417
5959.364,16.309,16.311,8.095
5960.738,16.814,16.309,8.110
5962.109,16.076,16.194,8.241
5963.484,16.247,16.076,8.291
5964.856,17.367,16.089,8.226
5966.231,17.063,16.223,8.335
5967.604,16.537,16.313,8.184
5968.977,16.624,16.203,8.129
5970.353,16.571,16.158,8.648
5971.727,16.603,16.218,9.179
5973.104,16.050,16.291,8.984
5974.478,16.477,16.326,8.327
5975.856,16.787,16.316,8.343
5977.230,16.417,16.232,9.357
5978.605,16.536,16.208,10.052
5979.984,17.387,16.238,9.288
5981.360,16.469,16.147,8.206
5982.739,16.646,16.015,7.984
5984.115,16.880,16.044,7.775
5985.495,16.778,16.077,7.615
5986.872,17.355,16.064,7.583
5988.249,16.779,16.089,7.617
5989.630,16.826,16.058,7.758
5991.008,16.192,15.935,7.824
5992.390,16.147,15.886,7.683
5993.768,16.641,16.116,7.714
5995.150,16.351,16.066,7.729
5996.530,17.011,15.956,7.742
5997.912,16.202,15.998,7.929
5999.292,16.535,16.055,8.128
6000.672,16.742,15.990,7.978
6002.056,16.351,16.130,7.780
6003.437,16.575,16.058,8.028
6004.821,15.921,15.974,8.557
6006.203,16.555,15.902,8.510
6007.588,16.704,15.897,7.812
6008.970,16.192,16.000,7.278
6010.352,15.978,15.963,7.214
6011.738,16.338,15.764,7.300
6013.121,15.905,15.875,7.342
6014.508,15.735,15.913,7.190
6015.891,15.857,15.804,7.147
6017.278,15.973,15.827,7.245
6018.663,15.841,15.754,7.115
6020.047,15.543,15.808,7.083
6021.436,15.665,15.813,7.066
6022.821,16.367,15.824,6.839
6024.210,16.506,15.881,6.970
6025.595,16.027,15.887,7.085
6026.985,15.954,15.783,7.089
6028.371,16.562,15.797,7.284
6029.758,15.607,15.857,7.543
6031.149,15.558,15.855,7.377
6032.536,15.769,15.793,7.364
6033.927,15.800,15.732,7.527
6035.315,15.873,15.647,7.673
6036.707,16.121,15.548,7.536
6038.096,15.910,15.503,7.113
6039.485,15.883,15.523,7.096
6040.878,16.245,15.597,7.038
6042.267,16.192,15.672,7.089
6043.661,15.531,15.626,7.051
6045.051,15.242,15.552,6.982
6046.445,16.002,15.528,7.047
6047.836,15.562,15.550,7.025
6049.227,15.481,15.558,6.993
6050.622,15.598,15.512,6.899
6052.014,15.450,15.471,6.946
6053.410,15.388,15.536,6.934
6054.802,15.475,15.599,6.877
6056.198,15.284,15.641,6.774
6057.592,15.796,15.664,6.946
6058.985,16.107,15.657,6.940
6060.382,15.941,15.638,6.838
6061.777,16.216,15.580,6.958
6063.174,16.302,15.568,7.056
6064.569,15.240,15.671,6.923
6065.968,15.624,15.767,6.794
6067.363,16.129,15.716,6.930
6068.759,15.760,15.698,7.080
6070.158,15.776,15.708,7.019
6071.555,16.129,15.702,6.890
6072.955,15.319,15.612,6.825
6074.352,15.560,15.515,6.726
6075.753,15.990,15.555,6.760
6077.150,15.712,15.653,6.657
6078.549,15.364,15.609,6.578
6079.950,14.937,15.653,6.588
6081.349,15.652,15.608,6.616
6082.751,15.318,15.536,6.562
6084.151,14.877,15.657,6.707
6085.554,15.189,15.695,6.534
6086.954,15.442,15.672,6.570
6088.354,15.605,15.614,6.622
6089.758,15.026,15.642,6.650
6091.159,15.347,15.752,6.612
6092.563,15.873,15.766,6.595
6093.965,15.943,15.582,6.609
6095.370,15.841,15.607,6.666
6096.772,15.030,15.680,6.841
6098.178,16.029,15.631,6.667
6099.581,15.517,15.535,6.983
6100.984,14.936,15.555,6.810
6102.391,15.660,15.606,6.732
6103.795,15.974,15.610,6.697
6105.203,15.060,15.527,6.914
6106.607,15.932,15.556,7.093
6108.015,15.593,15.633,7.118
6109.420,15.270,15.558,7.131
6110.826,15.847,15.546,7.378
6112.235,15.725,15.571,7.648
6113.641,15.493,15.450,7.892
6115.051,15.739,15.377,7.991
6116.458,15.864,15.445,7.774
6117.868,15.064,15.492,7.483
6119.276,14.686,15.400,7.298
6120.683,16.350,15.423,6.995
6122.095,16.393,15.428,6.717
6123.503,15.933,15.471,6.639
6124.915,15.012,15.538,6.626
6126.324,15.233,15.513,6.614
6127.737,15.927,15.448,6.656
6129.147,15.047,15.408,6.722
6130.557,15.874,15.436,6.624
6131.970,15.837,15.467,6.587
6133.381,15.371,15.482,6.595
6134.795,15.797,15.524,6.654
6136.207,16.279,15.576,6.769
6137.622,15.169,15.517,6.699
6139.034,15.236,15.499,7.017
6140.446,15.553,15.508,7.418
6141.862,15.481,15.465,7.398
6143.275,15.612,15.404,7.089
6144.691,15.986,15.502,7.553
6146.105,15.767,15.532,7.961
6147.522,15.303,15.607,7.166
6148.936,15.544,15.573,6.716
6150.351,15.501,15.517,6.588
6151.769,15.046,15.625,6.780
6153.184,15.047,15.579,6.823
6154.603,15.761,15.473,7.053
6156.019,15.142,15.541,7.134
6157.439,15.683,15.561,6.907
6158.855,15.783,15.465,6.613
6160.272,15.198,15.467,6.744
6161.693,14.830,15.602,7.091
6163.110,15.137,15.534,6.966
6164.531,15.261,15.548,6.585
6165.949,15.418,15.604,6.313
6167.371,15.082,15.681,6.011
6168.790,14.912,15.789,6.364
6170.209,15.268,15.694,7.257
6171.632,15.363,15.608,8.414
6173.052,14.757,15.688,8.304
6174.475,15.455,15.702,7.008
6175.896,16.227,15.615,6.653
6177.320,16.010,15.631,6.692
6178.741,15.429,15.704,6.685
6180.162,15.882,15.593,6.378
6181.588,16.447,15.704,6.174
6183.010,15.270,15.826,6.160
6184.435,15.332,15.801,6.329
6185.858,15.514,15.725,6.407
6187.285,15.119,15.608,6.280
6188.708,15.589,15.656,6.106
6190.132,15.064,15.716,6.165
6191.559,15.481,15.718,6.138
6192.983,15.016,15.654,6.359
6194.412,15.244,15.599,6.608
6195.837,16.300,15.699,6.500
6197.265,15.670,15.606,6.202
6198.691,15.326,15.595,6.065
6200.117,15.499,15.655,6.034
6201.547,15.786,15.615,6.441
6202.973,15.838,15.505,7.546
6204.404,15.463,15.687,8.039
6205.831,14.788,15.637,7.314
6207.262,14.613,15.597,6.253
6208.690,15.455,15.631,6.101
6210.122,15.384,15.658,6.161
6211.550,15.446,15.638,6.409
6212.979,15.890,15.657,6.640
6214.412,15.262,15.692,6.690
6215.842,15.619,15.696,6.269
6217.275,15.316,15.685,5.966
6218.705,15.160,15.675,5.959
6220.139,15.085,15.662,6.085
6221.570,15.024,15.646,7.247
6223.002,15.370,15.710,8.154
6224.437,15.278,15.717,7.610
6225.869,14.822,15.675,6.471
6227.304,15.393,15.648,5.918
6228.737,15.590,15.649,5.738
6230.173,15.054,15.659,5.725
6231.606,15.416,15.803,5.796
6233.040,15.124,15.784,6.537
6234.477,15.204,15.746,8.754
6235.911,15.862,15.829,12.852
6237.349,16.085,15.935,14.626
6238.784,15.517,15.908,12.151
6240.223,15.140,15.792,9.215
6241.659,15.420,15.748,8.315
6243.094,15.248,15.751,8.515
6244.534,14.899,15.772,8.187
6245.971,14.947,15.808,7.264
6247.411,15.196,15.780,6.402
6248.848,15.152,15.805,6.266
6250.289,15.776,15.841,6.254
6251.727,15.175,15.816,6.027
6253.165,15.291,15.752,5.823
6254.607,15.222,15.733,5.753
6256.046,14.506,15.775,6.501
6257.489,14.763,15.831,10.217
6258.928,15.040,15.842,14.297
6260.371,15.419,15.755,13.248
6261.812,14.793,15.710,8.852
6263.252,14.695,15.794,6.810
6264.696,14.977,15.707,7.582
6266.138,13.820,15.846,8.613
6267.583,15.316,15.853,8.427
6269.024,15.008,15.753,7.316
6270.470,15.022,15.687,6.615
6271.913,15.007,15.708,6.070
6273.355,14.635,15.814,5.812
6274.802,15.355,15.830,6.221
6276.246,15.680,15.780,6.724
