# 1000 randomly selected quasars taken from the Shen SDSS DR7 Quasar Catalogue
# http://quasar.astro.illinois.edu/BH_mass/dr7.htm
# Columns are
# Right Ascension, Declination, redshift, log BH mass, log bolometric luminosity
2.440219999999999914e+02,1.126190000000000069e+01,1.823499999999999899e+00,9.409430000000000405e+00,4.671119999999999806e+01
1.908040000000000020e+02,1.480339999999999989e+01,1.860999999999999988e+00,9.461209999999999454e+00,4.720270000000000010e+01
1.989350000000000023e+02,2.693449999999999900e+00,5.486999999999999655e-01,8.497650000000000148e+00,4.576219999999999999e+01
3.376000000000000227e+02,3.843530000000000002e-01,1.136800000000000033e+00,9.283730000000000260e+00,4.573530000000000229e+01
1.171940000000000026e+01,-1.059290000000000020e+01,1.790699999999999958e+00,9.450480000000000658e+00,4.662789999999999679e+01
1.056259999999999977e+01,1.493210000000000015e+01,2.597300000000000164e+00,8.367470000000000852e+00,4.644700000000000273e+01
2.192839999999999918e+02,6.459990000000000343e+00,3.778000000000000025e+00,9.367419999999999192e+00,4.729260000000000019e+01
1.550480000000000018e+02,2.677410000000000068e+01,4.284000000000000030e-01,8.556540000000000035e+00,4.510849999999999937e+01
2.127549999999999955e+02,2.011789999999999878e+01,3.737999999999999989e+00,8.632039999999999935e+00,4.701530000000000342e+01
1.612290000000000134e+02,5.935949999999999704e+01,1.291900000000000048e+00,8.972960000000000491e+00,4.622429999999999950e+01
1.560769999999999982e+02,6.447939999999999827e+01,2.023400000000000087e+00,8.525740000000000762e+00,4.654630000000000223e+01
1.669360000000000070e+02,9.924160000000000537e+00,1.222800000000000109e+00,9.360290000000000887e+00,4.669100000000000250e+01
1.420769999999999982e+02,3.509799999999999898e+01,1.322300000000000031e+00,8.554859999999999687e+00,4.629299999999999926e+01
1.286709999999999923e+02,3.806369999999999720e+01,2.297000000000000153e+00,9.139139999999999375e+00,4.690529999999999688e+01
1.480869999999999891e+02,2.274099999999999788e+00,4.994999999999999996e-01,8.533170000000000144e+00,4.561299999999999955e+01
2.301529999999999916e+02,5.682739999999999725e+01,8.231000000000000538e-01,8.559499999999999886e+00,4.550269999999999726e+01
1.383410000000000082e+02,2.192279999999999784e+00,9.999000000000000110e-01,8.452059999999999462e+00,4.592499999999999716e+01
2.377040000000000077e+02,4.112010000000000076e+01,9.777000000000000135e-01,8.707580000000000098e+00,4.610190000000000055e+01
2.453629999999999995e+02,1.511529999999999951e+01,2.138399999999999856e+00,8.961850000000000094e+00,4.637619999999999720e+01
2.531399999999999864e+02,1.866760000000000019e+01,3.469500000000000028e+00,9.965350000000000819e+00,4.708619999999999806e+01
5.554229999999999734e+01,7.636819999999999720e-01,1.613699999999999912e+00,9.186030000000000584e+00,4.609759999999999991e+01
5.285710000000000264e+01,2.773630000000000262e-01,2.114500000000000046e+00,8.859799999999999898e+00,4.618769999999999953e+01
1.301179999999999950e+02,3.254149999999999920e+01,1.100500000000000034e+00,9.343120000000000758e+00,4.629579999999999984e+01
1.853679999999999950e+02,3.467519999999999669e+01,1.014999999999999902e+00,8.699210000000000775e+00,4.593599999999999994e+01
1.413530000000000086e+02,4.101720000000000255e+01,1.354600000000000026e+00,8.974090000000000344e+00,4.588150000000000261e+01
1.174620000000000033e+02,2.041310000000000002e+01,6.065000000000000391e-01,8.095909999999999940e+00,4.537890000000000157e+01
1.863420000000000130e+02,3.982090000000000174e+01,1.179000000000000048e+00,8.155089999999999506e+00,4.572019999999999840e+01
1.978400000000000034e+02,1.164750000000000085e+01,1.514000000000000012e+00,8.567610000000000170e+00,4.646260000000000190e+01
1.941150000000000091e+02,1.670449999999999990e+00,2.199600000000000222e+00,9.265639999999999432e+00,4.694760000000000133e+01
3.325679999999999836e+02,-9.069059999999999899e-01,2.648400000000000087e+00,8.932719999999999771e+00,4.641490000000000293e+01
1.931270000000000095e+02,1.528250000000000064e+01,1.724399999999999933e+00,9.284430000000000405e+00,4.651080000000000325e+01
1.396090000000000089e+02,3.366199999999999903e+01,1.801399999999999890e+00,7.855920000000000236e+00,4.541980000000000217e+01
1.707030000000000030e+02,5.097749999999999915e+01,1.798499999999999988e+00,9.530250000000000554e+00,4.636520000000000152e+01
1.936730000000000018e+02,8.297800000000000509e+00,6.070999999999999730e-01,9.084260000000000446e+00,4.560390000000000299e+01
1.681730000000000018e+02,6.321970000000000312e+01,2.187100000000000044e+00,9.171300000000000452e+00,4.631900000000000261e+01
1.176650000000000063e+02,3.185170000000000101e+01,1.893499999999999961e+00,8.102330000000000254e+00,4.579529999999999745e+01
1.904910000000000139e+02,1.301779999999999937e+01,1.227200000000000069e+00,8.953689999999999927e+00,4.627219999999999800e+01
2.268830000000000098e+02,5.452060000000000173e+01,1.343499999999999917e+00,8.730890000000000484e+00,4.583429999999999893e+01
1.495589999999999975e+02,5.012950000000000017e+01,1.610700000000000021e+00,8.871190000000000353e+00,4.657609999999999673e+01
1.472729999999999961e+02,3.792629999999999946e+00,1.559500000000000108e+00,9.073700000000000543e+00,4.647109999999999985e+01
1.627740000000000009e+02,2.782620000000000005e+01,6.119999999999999885e-01,9.436820000000000874e+00,4.571050000000000324e+01
1.531150000000000091e+02,2.946219999999999928e+01,3.837499999999999911e+00,9.714760000000000062e+00,4.708229999999999649e+01
3.146929999999999836e+02,-1.555140000000000133e-01,8.248999999999999666e-01,8.384460000000000690e+00,4.555879999999999797e+01
1.115019999999999989e+01,-7.360229999999999828e-01,2.514100000000000001e+00,8.863889999999999603e+00,4.639900000000000091e+01
5.939569999999999794e+01,-6.707559999999999967e+00,1.228499999999999925e+00,9.041869999999999408e+00,4.576610000000000156e+01
1.745080000000000098e+02,5.950549999999999784e+01,2.282599999999999962e+00,9.052160000000000650e+00,4.639829999999999899e+01
3.463589999999999804e+02,2.307410000000000139e+01,2.579200000000000159e+00,8.331950000000000855e+00,4.648729999999999762e+01
2.051220000000000141e+02,1.127190000000000047e+01,3.117100000000000204e+00,9.346999999999999531e+00,4.704719999999999658e+01
1.236149999999999949e+02,3.175390000000000157e+00,4.369000000000000106e-01,7.775030000000000108e+00,4.520570000000000022e+01
1.839300000000000068e+02,7.228180000000000049e+00,1.181400000000000006e+00,9.184580000000000410e+00,4.612639999999999674e+01
1.221380000000000052e+02,1.126870000000000083e+01,4.606000000000000094e-01,9.006410000000000693e+00,4.574139999999999873e+01
1.835790000000000077e+02,3.548899999999999721e+01,2.040099999999999802e+00,9.127679999999999794e+00,4.697690000000000055e+01
1.892069999999999936e+02,4.100959999999999894e+01,1.788899999999999935e+00,9.406689999999999330e+00,4.634380000000000166e+01
1.261389999999999958e+02,2.954710000000000036e+01,1.123699999999999921e+00,9.061170000000000613e+00,4.607580000000000098e+01
2.329339999999999975e+02,2.568570000000000064e+01,1.231999999999999984e+00,9.169029999999999347e+00,4.645210000000000150e+01
1.133089999999999975e+02,3.762039999999999651e+01,1.864400000000000057e+00,9.049749999999999517e+00,4.691680000000000206e+01
1.376850000000000023e+02,4.349689999999999657e+01,1.944299999999999917e+00,9.783020000000000493e+00,4.685799999999999699e+01
3.787080000000000268e+01,1.213929999999999954e+00,6.012999999999999456e-01,7.169970000000000176e+00,4.516770000000000351e+01
1.837280000000000086e+02,7.743009999999999948e+00,3.159299999999999997e+00,8.516640000000000654e+00,4.662810000000000343e+01
1.898079999999999927e+02,1.688309999999999889e+01,1.024699999999999944e+00,8.874320000000000874e+00,4.626670000000000016e+01
1.608990000000000009e+02,4.290359999999999729e+01,1.838500000000000023e+00,9.158269999999999911e+00,4.660600000000000165e+01
2.514660000000000082e+02,4.087650000000000006e+01,9.342000000000000304e-01,9.207409999999999428e+00,4.621029999999999660e+01
1.906189999999999998e+02,4.684239999999999782e+01,2.098500000000000032e+00,9.204330000000000567e+00,4.682309999999999661e+01
2.311040000000000134e+02,4.286979999999999791e+01,1.056200000000000028e+00,8.654600000000000293e+00,4.617880000000000251e+01
2.285869999999999891e+02,2.951770000000000138e+01,1.629199999999999982e+00,9.208899999999999864e+00,4.645609999999999928e+01
2.158849999999999909e+02,2.011339999999999861e+01,8.076999999999999735e-01,8.581179999999999808e+00,4.630449999999999733e+01
3.129230000000000018e+02,-1.729090000000000071e-01,1.886100000000000110e+00,9.141989999999999839e+00,4.622849999999999682e+01
1.598499999999999943e+02,3.068319999999999936e+01,2.723599999999999799e+00,8.679000000000000270e+00,4.653640000000000043e+01
1.684290000000000020e+02,5.420900000000000318e+01,1.971799999999999997e+00,9.378349999999999298e+00,4.681360000000000099e+01
2.044910000000000139e+02,2.305820000000000203e+00,3.333400000000000141e+00,9.960950000000000415e+00,4.753130000000000166e+01
3.113879999999999768e+02,-6.365090000000000359e+00,2.013100000000000112e+00,8.972709999999999297e+00,4.676180000000000092e+01
1.163589999999999947e+02,2.112140000000000128e+01,1.216599999999999904e+00,7.809580000000000410e+00,4.581819999999999737e+01
1.840670000000000073e+02,5.921369999999999578e+00,1.406199999999999894e+00,9.206469999999999487e+00,4.639900000000000091e+01
1.858160000000000025e+02,1.425980000000000025e+01,1.219400000000000039e+00,8.827640000000000597e+00,4.564379999999999882e+01
1.774010000000000105e+02,2.699320000000000164e+00,1.307900000000000063e+00,9.147280000000000300e+00,4.643520000000000181e+01
1.981980000000000075e+02,1.426430000000000042e+01,1.133299999999999974e+00,8.841179999999999595e+00,4.623640000000000327e+01
1.651719999999999970e+02,6.088740000000000263e-01,2.011400000000000077e+00,9.254960000000000520e+00,4.695770000000000266e+01
1.683820000000000050e+02,3.034799999999999898e+01,2.407999999999999863e-01,8.193070000000000519e+00,4.503190000000000026e+01
2.297829999999999870e+02,5.138609999999999900e+01,2.123899999999999899e+00,9.764129999999999754e+00,4.695089999999999719e+01
2.236339999999999861e+02,5.004639999999999844e+01,1.154500000000000082e+00,8.942619999999999791e+00,4.636379999999999768e+01
1.336870000000000118e+02,6.812039999999999651e+00,8.812999999999999723e-01,8.827310000000000656e+00,4.582309999999999661e+01
2.404720000000000084e+02,2.453729999999999833e+01,1.799700000000000077e+00,9.402919999999999945e+00,4.614540000000000219e+01
1.288009999999999877e+02,2.725100000000000122e+01,1.125099999999999989e+00,9.136979999999999436e+00,4.669749999999999801e+01
2.005370000000000061e+02,6.779630000000000223e+01,4.858999999999999986e-01,7.970130000000000159e+00,4.560490000000000066e+01
2.265689999999999884e+02,1.169469999999999921e+01,2.772699999999999942e+00,9.379080000000000084e+00,4.702909999999999968e+01
1.184159999999999968e+02,2.502720000000000056e+01,9.372000000000000330e-01,8.604789999999999495e+00,4.591810000000000258e+01
1.631040000000000134e+02,8.489480000000000359e+00,1.111099999999999977e+00,8.508340000000000458e+00,4.586119999999999663e+01
1.865250000000000057e+02,5.762530000000000285e+01,1.921000000000000041e+00,9.171129999999999782e+00,4.686780000000000257e+01
1.296790000000000020e+02,3.493439999999999657e+01,1.271600000000000064e+00,8.643090000000000828e+00,4.620689999999999742e+01
1.615099999999999909e+02,1.929560000000000031e+01,1.343699999999999894e+00,9.219829999999999970e+00,4.657710000000000150e+01
2.176250000000000000e+02,2.163980000000000103e+01,1.625199999999999978e+00,9.162890000000000867e+00,4.647339999999999804e+01
1.985049999999999955e+02,-3.228569999999999940e+00,1.301299999999999901e+00,9.283079999999999998e+00,4.653190000000000026e+01
1.461999999999999886e+02,4.655210000000000292e+00,3.236999999999999877e-01,8.549929999999999808e+00,4.516669999999999874e+01
1.794219999999999970e+02,1.076960000000000051e+01,1.568000000000000060e+00,8.657780000000000697e+00,4.643679999999999808e+01
1.773959999999999866e+02,1.590489999999999959e+01,2.328100000000000058e+00,9.863530000000000797e+00,4.708650000000000091e+01
1.974759999999999991e+02,9.747099999999999653e+00,1.537700000000000067e+00,8.966300000000000381e+00,4.636549999999999727e+01
2.071430000000000007e+02,2.636830000000000140e+01,9.143999999999999906e-01,8.464119999999999422e+00,4.604079999999999728e+01
2.262090000000000032e+02,5.682260000000000133e+01,1.582799999999999985e+00,9.143560000000000798e+00,4.608879999999999910e+01
1.902390000000000043e+02,1.101960000000000051e+01,8.198999999999999622e-01,9.107300000000000395e+00,4.622870000000000346e+01
1.618849999999999909e+02,3.937780000000000058e+01,1.135299999999999976e+00,8.970879999999999299e+00,4.632399999999999807e+01
2.250629999999999882e+02,6.178790000000000049e+01,1.571900000000000075e+00,8.547779999999999490e+00,4.642159999999999798e+01
1.561030000000000086e+02,3.382169999999999899e+00,1.287199999999999900e+00,9.424200000000000799e+00,4.658050000000000068e+01
2.415620000000000118e+02,3.191659999999999897e+01,1.413599999999999968e+00,8.758539999999999992e+00,4.602949999999999875e+01
1.145619999999999976e+02,3.961899999999999977e+01,7.700000000000000178e-01,8.582290000000000418e+00,4.596119999999999806e+01
2.400260000000000105e+02,4.958120000000000260e+01,5.007000000000000339e-01,8.582829999999999515e+00,4.544519999999999982e+01
1.496839999999999975e+02,3.303799999999999670e+01,1.338799999999999990e+00,8.602869999999999351e+00,4.549159999999999826e+01
2.395769999999999982e+02,2.517770000000000152e+01,1.409299999999999997e+00,8.835340000000000416e+00,4.638580000000000325e+01
2.090140000000000100e+02,7.469289999999999985e+00,1.533400000000000096e+00,9.115420000000000300e+00,4.672699999999999676e+01
2.133859999999999957e+02,4.984479999999999933e+01,2.642300000000000093e+00,9.589420000000000499e+00,4.687890000000000157e+01
2.321949999999999932e+02,3.940780000000000172e+01,1.172299999999999898e+00,8.984019999999999229e+00,4.620729999999999649e+01
1.217109999999999985e+02,1.077880000000000038e+01,1.965200000000000058e+00,9.054830000000000823e+00,4.667980000000000018e+01
1.297769999999999868e+02,3.909770000000000323e+01,3.086999999999999744e-01,7.210910000000000153e+00,4.522670000000000101e+01
1.635260000000000105e+02,1.157240000000000002e+01,1.726399999999999935e+00,9.562900000000000844e+00,4.679240000000000066e+01
1.852599999999999909e+02,1.591310000000000002e+01,2.293999999999999928e-01,8.002340000000000231e+00,4.527700000000000102e+01
1.970920000000000130e+02,3.427909999999999968e+01,8.426000000000000156e-01,8.913779999999999148e+00,4.606790000000000163e+01
1.750620000000000118e+02,8.872920000000000584e+00,5.319000000000000394e-01,9.711420000000000385e+00,4.566919999999999646e+01
2.180349999999999966e+02,4.438340000000000174e+01,7.951000000000000290e-01,8.424139999999999517e+00,4.585499999999999687e+01
1.444439999999999884e+02,4.722379999999999711e+01,1.480399999999999938e+00,9.669399999999999551e+00,4.615879999999999939e+01
3.524150000000000205e+02,-8.218830000000000302e-01,1.732900000000000107e+00,9.292630000000000834e+00,4.683440000000000225e+01
2.171250000000000000e+02,2.505609999999999893e+00,8.578000000000000069e-01,8.760429999999999495e+00,4.580420000000000158e+01
1.638700000000000045e+02,3.140309999999999846e+01,4.939999999999999947e-01,9.414799999999999613e+00,4.623179999999999978e+01
1.519149999999999920e+02,2.544890000000000096e+00,1.764699999999999935e+00,9.351979999999999293e+00,4.612919999999999732e+01
1.971169999999999902e+02,5.581250000000000000e+01,1.859299999999999953e+00,8.850730000000000430e+00,4.676440000000000197e+01
1.622170000000000130e+02,5.312980000000000302e+01,1.679200000000000026e+00,8.980980000000000629e+00,4.642000000000000171e+01
1.594830000000000041e+02,5.046079999999999899e+01,2.034899999999999931e+00,8.843690000000000495e+00,4.653840000000000288e+01
9.606320000000000192e+00,1.506639999999999979e+01,1.148800000000000043e+00,9.419340000000000046e+00,4.651209999999999667e+01
2.355800000000000125e+02,4.538700000000000045e+01,2.521999999999999797e+00,9.097340000000000870e+00,4.696929999999999694e+01
2.011790000000000020e+02,8.141489999999999227e+00,7.382999999999999563e-01,8.680189999999999628e+00,4.588839999999999719e+01
2.492510000000000048e+02,3.170680000000000121e+01,2.953399999999999803e+00,9.271739999999999426e+00,4.706159999999999854e+01
1.974989999999999952e+02,4.631459999999999866e+01,1.908099999999999907e+00,8.973219999999999530e+00,4.666879999999999740e+01
2.383379999999999939e+02,4.811569999999999681e+01,1.127899999999999903e+00,9.035660000000000025e+00,4.634620000000000317e+01
3.268750000000000000e+02,1.080860000000000021e+01,2.110399999999999832e+00,9.185639999999999361e+00,4.712210000000000321e+01
2.430629999999999882e+02,4.533930000000000149e+01,5.017000000000000348e-01,8.455669999999999575e+00,4.587519999999999953e+01
7.961590000000000167e+00,-1.060890000000000022e+01,2.985599999999999810e+00,7.888049999999999784e+00,4.626930000000000121e+01
2.363249999999999886e+02,4.664390000000000214e+01,2.281999999999999862e-01,8.662160000000000082e+00,4.537989999999999924e+01
2.573260000000000218e+02,6.242119999999999891e+01,1.410199999999999898e+00,9.267569999999999197e+00,4.654729999999999990e+01
4.117819999999999681e+01,-7.064500000000000224e-01,6.279000000000000137e-01,8.193730000000000402e+00,4.548259999999999792e+01
1.301719999999999970e+02,5.001369999999999649e+00,2.107699999999999907e+00,8.229160000000000252e+00,4.655989999999999895e+01
1.914209999999999923e+02,-4.624599999999999822e-01,1.692600000000000104e+00,9.676170000000000826e+00,4.678799999999999670e+01
1.141310000000000002e+02,3.901219999999999999e+01,1.629699999999999926e+00,9.325269999999999726e+00,4.672699999999999676e+01
1.852560000000000002e+02,4.860370000000000346e+01,4.409600000000000186e+00,9.502409999999999357e+00,4.692880000000000251e+01
1.314830000000000041e+02,3.980180000000000007e+01,1.363399999999999945e+00,8.301970000000000738e+00,4.626129999999999853e+01
2.426469999999999914e+02,1.752619999999999933e+01,2.030199999999999783e+00,8.540229999999999322e+00,4.685289999999999822e+01
1.455769999999999982e+02,3.270020000000000238e+01,1.045800000000000063e+00,9.176399999999999224e+00,4.592969999999999686e+01
2.123959999999999866e+02,5.067510000000000048e+01,6.005000000000000338e-01,8.559939999999999216e+00,4.546430000000000149e+01
3.404379999999999882e+02,1.243260000000000076e+01,2.631200000000000205e+00,9.890169999999999462e+00,4.749900000000000233e+01
1.976930000000000121e+02,1.197589999999999932e+01,2.727700000000000014e+00,9.792180000000000106e+00,4.638250000000000028e+01
1.944230000000000018e+02,5.687060000000000315e+01,1.844200000000000061e+00,8.569000000000000838e+00,4.639020000000000010e+01
2.476129999999999995e+02,4.281139999999999901e+01,3.625500000000000167e+00,9.160190000000000055e+00,4.678909999999999769e+01
1.918640000000000043e+02,3.159159999999999968e+01,1.054999999999999938e+00,8.467840000000000700e+00,4.567830000000000013e+01
1.855519999999999925e+02,2.162770000000000081e+01,3.484999999999999765e-01,8.743769999999999598e+00,4.528699999999999903e+01
1.357009999999999934e+02,4.082039999999999935e+01,2.694100000000000161e+00,9.425779999999999603e+00,4.648969999999999914e+01
1.456939999999999884e+02,4.335999999999999943e+01,1.566699999999999982e+00,8.605449999999999378e+00,4.666109999999999758e+01
2.208470000000000084e+02,2.501290000000000013e+00,1.051600000000000090e+00,8.719549999999999912e+00,4.598799999999999955e+01
2.294610000000000127e+02,1.166360000000000063e+01,1.070200000000000040e+00,9.287710000000000576e+00,4.603349999999999653e+01
2.273069999999999879e+02,2.538670000000000115e+01,1.014499999999999957e+00,9.049559999999999604e+00,4.636599999999999966e+01
2.233590000000000089e+02,5.244050000000000011e+01,1.964299999999999935e+00,8.721439999999999415e+00,4.606360000000000099e+01
1.711409999999999911e+02,3.805670000000000108e+00,2.101300000000000168e+00,9.458429999999999893e+00,4.687729999999999819e+01
2.123930000000000007e+02,4.246029999999999660e+01,3.025399999999999867e+00,9.302080000000000126e+00,4.707569999999999766e+01
1.495010000000000048e+02,3.116740000000000066e+01,2.415200000000000014e+00,8.824199999999999378e+00,4.611939999999999884e+01
1.913069999999999879e+02,3.395550000000000068e+01,1.304599999999999982e+00,9.311180000000000234e+00,4.568180000000000263e+01
2.140749999999999886e+02,2.918860000000000099e+01,3.330299999999999816e+00,8.906340000000000146e+00,4.662319999999999709e+01
2.054610000000000127e+02,8.262850000000000250e+00,2.071200000000000152e+00,8.670980000000000132e+00,4.665559999999999974e+01
1.720569999999999879e+02,4.693599999999999994e+01,1.197300000000000031e+00,8.760590000000000543e+00,4.623850000000000193e+01
2.279290000000000020e+02,3.204579999999999984e+01,4.082000000000000073e-01,8.162020000000000053e+00,4.539180000000000348e+01
1.728009999999999877e+02,6.064370000000000260e+01,2.044500000000000206e+00,9.167220000000000368e+00,4.672279999999999944e+01
1.397750000000000057e+02,6.295170000000000243e+01,1.624400000000000066e+00,9.006069999999999354e+00,4.645510000000000161e+01
1.445000000000000000e+02,6.682640000000000668e+01,1.150300000000000100e+00,8.653850000000000264e+00,4.610029999999999717e+01
1.432470000000000141e+02,4.736090000000000089e+01,3.249099999999999877e+00,9.244469999999999743e+00,4.672729999999999961e+01
2.408139999999999930e+02,8.848219999999999530e+00,1.735800000000000010e+00,9.268480000000000274e+00,4.659369999999999834e+01
1.264560000000000031e+02,5.482379999999999853e+01,1.647100000000000009e+00,9.036559999999999704e+00,4.654670000000000130e+01
1.616680000000000064e+02,2.236570000000000036e+01,1.493000000000000105e+00,8.995799999999999130e+00,4.652139999999999986e+01
2.394780000000000086e+02,2.496480000000000032e+00,6.197000000000000286e-01,8.253109999999999502e+00,4.602029999999999887e+01
1.499830000000000041e+02,1.806230000000000047e+01,2.579699999999999882e+00,9.841820000000000235e+00,4.730460000000000065e+01
1.309070000000000107e+02,5.058850000000000335e+01,2.413199999999999790e+00,8.959989999999999455e+00,4.695810000000000173e+01
2.761580000000000013e+01,-9.456870000000000331e+00,1.423599999999999977e+00,8.565659999999999386e+00,4.623190000000000310e+01
2.214749999999999943e+02,5.410569999999999879e+00,2.559000000000000163e+00,8.886020000000000252e+00,4.676019999999999754e+01
3.372049999999999841e+02,-9.419140000000000290e-01,1.278999999999999915e+00,9.377390000000000114e+00,4.668670000000000186e+01
1.887529999999999859e+02,1.344910000000000050e+00,1.963799999999999990e+00,8.983060000000000045e+00,4.673279999999999745e+01
3.738539999999999708e+01,-1.066270000000000051e+00,1.129299999999999971e+00,8.575430000000000774e+00,4.591919999999999646e+01
1.494879999999999995e+02,2.640800000000000125e+01,4.225999999999999757e-01,7.898220000000000240e+00,4.552049999999999841e+01
2.423540000000000134e+02,2.891659999999999897e+01,3.554999999999999827e-01,8.349360000000000781e+00,4.525750000000000028e+01
1.158359999999999985e+02,2.735640000000000072e+01,1.580600000000000005e+00,9.601309999999999789e+00,4.695559999999999690e+01
1.960289999999999964e+02,4.026989999999999981e+01,5.917000000000000037e-01,8.464840000000000586e+00,4.570320000000000249e+01
3.520439999999999827e+02,1.500360000000000049e+01,1.535600000000000076e+00,9.790469999999999118e+00,4.661220000000000141e+01
1.671049999999999969e+01,1.506140000000000079e+01,1.487999999999999989e+00,9.777839999999999421e+00,4.625630000000000308e+01
1.958689999999999998e+02,5.409429999999999694e+01,8.605000000000000426e-01,1.015659999999999918e+01,4.591539999999999822e+01
1.667969999999999970e+02,8.094020000000000437e+00,2.812000000000000055e-01,7.820610000000000284e+00,4.516020000000000323e+01
1.832700000000000102e+02,4.545799999999999841e+01,1.676199999999999912e+00,8.541339999999999932e+00,4.639289999999999736e+01
1.459290000000000020e+02,5.557520000000000238e+01,1.917300000000000004e+00,8.826019999999999754e+00,4.624960000000000093e+01
2.105970000000000084e+02,5.999020000000000152e+01,1.092400000000000038e+00,9.403169999999999362e+00,4.670689999999999742e+01
3.104560000000000173e+02,-6.611979999999999524e-01,1.923599999999999977e+00,8.908099999999999241e+00,4.640950000000000131e+01
2.391100000000000136e+02,3.464690000000000047e+00,1.175899999999999945e+00,8.298560000000000159e+00,4.622959999999999781e+01
1.419540000000000077e+02,4.064220000000000255e+01,4.220999999999999752e-01,9.260030000000000427e+00,4.626530000000000342e+01
1.196449999999999960e+02,3.048229999999999862e+01,1.837199999999999944e+00,9.161849999999999383e+00,4.656609999999999872e+01
2.469859999999999900e+02,8.622339999999999449e+00,1.396600000000000064e+00,8.998519999999999186e+00,4.652129999999999654e+01
1.239969999999999999e+02,2.768540000000000134e+01,3.963999999999999746e-01,9.052089999999999748e+00,4.590129999999999910e+01
4.483129999999999882e+01,-7.381240000000000023e+00,5.353999999999999870e-01,8.682550000000000878e+00,4.518979999999999819e+01
1.173810000000000002e+02,3.201339999999999719e+01,3.659400000000000208e+00,8.537739999999999441e+00,4.659100000000000108e+01
2.310180000000000007e+02,1.373820000000000086e+01,4.809899999999999842e+00,8.490650000000000475e+00,4.705789999999999651e+01
3.224300000000000068e+02,5.015460000000000473e-01,2.685200000000000031e+00,9.450110000000000454e+00,4.700310000000000343e+01
1.677549999999999955e+02,1.658129999999999882e+01,2.130199999999999871e+00,9.396209999999999951e+00,4.675500000000000256e+01
2.032220000000000084e+02,2.012690000000000090e+00,2.157999999999999918e-01,8.588329999999999131e+00,4.516329999999999956e+01
2.413170000000000073e+02,3.160579999999999856e+01,1.028399999999999981e+00,8.548109999999999431e+00,4.599040000000000106e+01
1.587959999999999923e+02,1.845329999999999870e+01,1.205699999999999994e+00,8.913220000000000809e+00,4.648539999999999850e+01
2.422609999999999957e+02,3.597210000000000019e+00,1.455400000000000027e+00,9.537349999999999994e+00,4.686860000000000070e+01
2.075939999999999941e+02,2.235170000000000101e+01,9.106999999999999540e-01,9.103379999999999583e+00,4.640400000000000347e+01
1.887239999999999895e+02,6.776370000000000005e+01,1.364999999999999991e+00,9.054999999999999716e+00,4.623319999999999652e+01
2.135670000000000073e+02,6.447429999999999950e+01,1.968299999999999939e+00,8.994120000000000559e+00,4.668350000000000222e+01
3.332860000000000014e+02,6.154579999999999496e-01,1.213000000000000078e+00,8.766750000000000043e+00,4.555819999999999936e+01
1.726769999999999925e+02,1.705519999999999925e+01,8.346999999999999975e-01,8.848789999999999267e+00,4.625500000000000256e+01
1.483619999999999948e+02,3.276350000000000051e+01,1.440399999999999903e+00,8.539130000000000109e+00,4.581519999999999726e+01
1.587210000000000036e+02,4.495649999999999835e+01,1.418400000000000105e+00,9.922390000000000043e+00,4.747099999999999653e+01
1.320200000000000102e+02,1.356349999999999945e+01,1.927200000000000024e+00,8.581390000000000740e+00,4.642759999999999820e+01
1.247809999999999953e+01,-1.019609999999999950e+01,1.352700000000000014e+00,9.012669999999999959e+00,4.652360000000000184e+01
1.223490000000000038e+02,4.281669999999999732e+01,1.329399999999999915e+00,8.534060000000000201e+00,4.621650000000000347e+01
2.591440000000000055e+02,6.084929999999999950e+01,5.997999999999999998e-01,7.922609999999999708e+00,4.539309999999999690e+01
1.341049999999999898e+02,3.171239999999999881e+01,7.412999999999999590e-01,8.683930000000000149e+00,4.588920000000000243e+01
2.552450000000000045e+02,6.202709999999999724e+01,1.198099999999999943e+00,9.059150000000000702e+00,4.621350000000000335e+01
1.507270000000000039e+02,3.267750000000000199e+01,8.287999999999999812e-01,8.841540000000000177e+00,4.653450000000000131e+01
4.091709999999999781e+01,-2.970690000000000275e-01,1.447999999999999954e+00,9.059369999999999479e+00,4.624660000000000082e+01
2.261810000000000116e+02,3.307739999999999903e+00,3.668600000000000083e+00,8.405039999999999623e+00,4.687480000000000047e+01
2.443410000000000082e+02,2.343309999999999960e+01,3.150199999999999889e+00,9.631249999999999645e+00,4.748579999999999757e+01
2.552549999999999955e+02,2.015459999999999852e+01,1.304499999999999993e+00,8.907890000000000086e+00,4.618750000000000000e+01
1.875529999999999973e+02,2.280330000000000013e+01,3.151199999999999779e+00,9.249420000000000641e+00,4.680019999999999669e+01
3.335199999999999818e+02,5.435699999999999754e+00,1.287900000000000045e+00,8.948829999999999174e+00,4.602020000000000266e+01
1.636179999999999950e+02,1.728490000000000082e+00,3.659999999999999920e-01,8.271549999999999514e+00,4.516859999999999786e+01
1.903079999999999927e+02,2.555870000000000175e+01,1.839599999999999902e+00,9.634230000000000516e+00,4.669910000000000139e+01
3.175590000000000259e+02,-7.183399999999999508e-02,1.918099999999999916e+00,8.717670000000000030e+00,4.665090000000000003e+01
2.135029999999999859e+02,2.359860000000000113e+01,1.772399999999999975e+00,9.690049999999999386e+00,4.699730000000000274e+01
1.410260000000000069e+01,-7.736300000000000121e-02,2.243900000000000006e+00,9.472519999999999385e+00,4.659140000000000015e+01
